,UNITID_P,INSTNM,BRANCH,State,Sector_desc,men_total,women_total,Total,MURD10,NEG_M10,FORCIB10,NONFOR10,ROBBE10,AGG_A10,BURGLA10,VEHIC10,ARSON10,MURD11,NEG_M11,FORCIB11,NONFOR11,ROBBE11,AGG_A11,BURGLA11,VEHIC11,ARSON11,MURD12,NEG_M12,FORCIB12,NONFOR12,ROBBE12,AGG_A12,BURGLA12,VEHIC12,ARSON12,FILTER10,FILTER11,FILTER12
0,110635001,University of California-Berkeley,Main Campus,CA,"Public, 4-year or above",17800.0,18093.0,35893.0,0.0,0.0,6.0,0.0,14.0,8.0,63.0,13.0,9.0,0.0,0.0,30.0,1.0,9.0,7.0,40.0,14.0,6.0,0,0,13,1,18,4,69,9,3,1,1,1
1,204796001,Ohio State University-Main Campus,Main Campus,OH,"Public, 4-year or above",29038.0,27349.0,56387.0,1.0,0.0,12.0,0.0,11.0,5.0,147.0,11.0,8.0,0.0,0.0,28.0,0.0,7.0,0.0,22.0,8.0,6.0,0,0,21,0,2,4,22,8,7,1,1,1
2,214777001,Pennsylvania State University-Main Campus,University Park Campus,PA,"Public, 4-year or above",24672.0,21111.0,45783.0,0.0,0.0,4.0,0.0,2.0,3.0,58.0,1.0,14.0,0.0,0.0,24.0,0.0,2.0,6.0,112.0,1.0,11.0,0,0,56,0,2,12,48,1,3,1,1,1
3,240444001,University of Wisconsin-Madison,Main Campus,WI,"Public, 4-year or above",20601.0,21668.0,42269.0,0.0,0.0,9.0,0.0,3.0,1.0,57.0,9.0,3.0,0.0,0.0,24.0,0.0,2.0,3.0,32.0,3.0,1.0,0,0,15,0,2,2,33,1,0,1,1,1
4,110644001,University of California-Davis,Main Campus,CA,"Public, 4-year or above",14743.0,17611.0,32354.0,0.0,0.0,14.0,0.0,1.0,4.0,71.0,9.0,2.0,0.0,0.0,22.0,0.0,4.0,1.0,79.0,8.0,1.0,0,0,15,0,1,5,45,5,5,1,1,1
5,166027001,Harvard University,Cambridge Campus,MA,"Private nonprofit, 4-year or above",14293.0,13854.0,28147.0,0.0,0.0,31.0,4.0,8.0,5.0,35.0,3.0,0.0,0.0,0.0,21.0,0.0,1.0,7.0,24.0,3.0,0.0,0,0,31,0,1,2,34,3,1,1,1,1
6,130794001,Yale University,Main Campus,CT,"Private nonprofit, 4-year or above",5993.0,5913.0,11906.0,0.0,0.0,10.0,0.0,3.0,0.0,29.0,2.0,0.0,0.0,0.0,18.0,0.0,4.0,3.0,28.0,11.0,3.0,0,0,16,0,4,4,38,7,0,1,1,1
7,183044001,University of New Hampshire-Main Campus,Main Campus,NH,"Public, 4-year or above",6909.0,8358.0,15267.0,0.0,0.0,12.0,0.0,1.0,4.0,8.0,3.0,1.0,0.0,0.0,18.0,0.0,1.0,8.0,9.0,6.0,1.0,0,0,20,0,1,6,7,0,3,1,1,1
8,102614001,University of Alaska Fairbanks,University of Alaska Fairbanks,AK,"Public, 4-year or above",3879.0,5344.0,9223.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,2.0,2.0,1.0,0.0,0,0,4,0,0,1,9,0,0,1,1,1
9,217484001,University of Rhode Island,Main Campus,RI,"Public, 4-year or above",7413.0,9038.0,16451.0,0.0,0.0,9.0,0.0,3.0,0.0,19.0,3.0,2.0,0.0,0.0,17.0,1.0,1.0,3.0,49.0,2.0,1.0,0,0,11,0,1,2,60,3,0,1,1,1
10,186131001,Princeton University,Main Campus,NJ,"Private nonprofit, 4-year or above",4384.0,3591.0,7975.0,0.0,0.0,13.0,0.0,0.0,1.0,30.0,4.0,5.0,0.0,0.0,16.0,0.0,0.0,1.0,30.0,0.0,0.0,0,0,17,0,0,0,27,0,0,1,1,1
11,233921001,Virginia Polytechnic Institute and State University,Virginia Polytechnic Institute and State Univ,VA,"Public, 4-year or above",18079.0,13008.0,31087.0,0.0,0.0,3.0,0.0,0.0,3.0,45.0,5.0,1.0,1.0,0.0,16.0,0.0,0.0,3.0,30.0,3.0,0.0,0,0,8,0,1,6,26,3,1,1,1,1
12,169628001,Michigan State University College of Law,Main Campus,MI,"Private nonprofit, 4-year or above",564.0,460.0,1024.0,0.0,0.0,14.0,0.0,8.0,8.0,95.0,12.0,2.0,0.0,0.0,15.0,0.0,1.0,10.0,77.0,9.0,0.0,0,1,20,0,3,7,77,14,1,1,1,1
13,171100001,Michigan State University,Main Campus,MI,"Public, 4-year or above",23648.0,25135.0,48783.0,0.0,0.0,14.0,0.0,8.0,8.0,95.0,12.0,2.0,0.0,0.0,15.0,0.0,1.0,10.0,77.0,9.0,0.0,0,1,20,0,3,7,77,14,1,1,1,1
14,123961001,University of Southern California,University Park Campus,CA,"Private nonprofit, 4-year or above",19345.0,20613.0,39958.0,0.0,0.0,5.0,0.0,3.0,5.0,34.0,0.0,2.0,0.0,0.0,14.0,0.0,5.0,1.0,50.0,1.0,2.0,0,0,15,0,4,9,31,2,1,1,1,1
15,131450001,Gallaudet University,Main Campus,DC,"Private nonprofit, 4-year or above",608.0,972.0,1580.0,0.0,0.0,11.0,0.0,1.0,1.0,31.0,3.0,2.0,0.0,0.0,14.0,0.0,2.0,1.0,21.0,1.0,1.0,0,0,18,0,0,0,27,8,1,1,1,1
16,164465001,Amherst College,Main Campus,MA,"Private nonprofit, 4-year or above",931.0,886.0,1817.0,0.0,0.0,14.0,0.0,1.0,0.0,6.0,1.0,2.0,0.0,0.0,14.0,1.0,0.0,1.0,13.0,0.0,0.0,0,0,17,0,0,1,9,0,0,1,1,1
17,170976001,University of Michigan-Ann Arbor,Ann Arbor campus,MI,"Public, 4-year or above",22737.0,20689.0,43426.0,0.0,0.0,16.0,0.0,7.0,10.0,27.0,10.0,1.0,0.0,0.0,14.0,0.0,4.0,8.0,37.0,12.0,4.0,0,0,34,0,3,10,47,11,6,1,1,1
18,195003001,Rochester Institute of Technology,Main Campus,NY,"Private nonprofit, 4-year or above",11095.0,5262.0,16357.0,0.0,0.0,9.0,0.0,0.0,1.0,14.0,1.0,1.0,0.0,0.0,14.0,0.0,0.0,1.0,11.0,1.0,0.0,0,0,10,0,0,3,15,1,1,1,1,1
19,209922001,Reed College,Main Campus,OR,"Private nonprofit, 4-year or above",665.0,790.0,1455.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,2.0,5.0,0.0,0.0,14.0,0.0,1.0,0.0,29.0,1.0,9.0,0,0,14,0,0,0,13,3,2,1,1,1
20,104151001,Arizona State University,Tempe Campus,AZ,"Public, 4-year or above",36401.0,36977.0,73378.0,0.0,0.0,6.0,0.0,3.0,12.0,95.0,18.0,6.0,0.0,0.0,13.0,1.0,11.0,17.0,70.0,16.0,9.0,0,0,15,1,10,10,98,8,0,1,1,1
21,105330001,Northern Arizona University,Main Campus,AZ,"Public, 4-year or above",10529.0,15462.0,25991.0,0.0,0.0,7.0,0.0,2.0,4.0,18.0,2.0,1.0,0.0,0.0,13.0,0.0,3.0,5.0,35.0,2.0,1.0,0,0,16,0,1,1,51,2,2,1,1,1
22,166629001,University of Massachusetts Amherst,Main Campus,MA,"Public, 4-year or above",14279.0,13957.0,28236.0,0.0,0.0,12.0,0.0,1.0,15.0,59.0,5.0,0.0,0.0,0.0,13.0,0.0,1.0,5.0,32.0,1.0,4.0,0,0,15,0,1,7,59,1,1,1,1,1
23,171456001,Northern Michigan University,Northern Michigan University,MI,"Public, 4-year or above",4224.0,4935.0,9159.0,0.0,0.0,4.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,10.0,2.0,0.0,0,0,9,0,0,1,7,2,0,1,1,1
24,196097001,Stony Brook University,Stony Brook University,NY,"Public, 4-year or above",12098.0,11848.0,23946.0,0.0,0.0,7.0,0.0,3.0,4.0,113.0,11.0,7.0,0.0,0.0,13.0,0.0,2.0,2.0,96.0,7.0,2.0,0,0,17,0,2,1,48,4,1,1,1,1
25,197133001,Vassar College,Main Campus,NY,"Private nonprofit, 4-year or above",1051.0,1355.0,2406.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,18.0,0.0,6.0,0,0,10,0,0,0,3,0,9,1,1,1
26,207500001,University of Oklahoma Norman Campus,Main Campus,OK,"Public, 4-year or above",13891.0,13616.0,27507.0,0.0,0.0,2.0,0.0,0.0,1.0,26.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,29.0,10.0,2.0,0,0,6,0,0,0,8,11,0,1,1,1
27,233374001,University of Richmond,Main Campus,VA,"Private nonprofit, 4-year or above",1916.0,2445.0,4361.0,0.0,0.0,4.0,0.0,1.0,1.0,26.0,4.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,28.0,4.0,3.0,0,0,8,0,0,0,20,5,1,1,1,1
28,234076001,University of Virginia-Main Campus,Main Campus,VA,"Public, 4-year or above",10971.0,12936.0,23907.0,0.0,0.0,17.0,0.0,5.0,1.0,69.0,5.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,54.0,16.0,0.0,0,0,11,0,1,2,60,9,1,1,1,1
29,131469001,George Washington University,Main Campus,DC,"Private nonprofit, 4-year or above",11299.0,14354.0,25653.0,0.0,0.0,10.0,0.0,2.0,0.0,71.0,0.0,2.0,0.0,0.0,12.0,0.0,1.0,4.0,39.0,2.0,1.0,0,0,10,0,1,3,18,2,1,1,1,1
30,139658001,Emory University,Main Campus,GA,"Private nonprofit, 4-year or above",6304.0,7932.0,14236.0,0.0,0.0,10.0,0.0,2.0,2.0,14.0,10.0,0.0,0.0,0.0,12.0,1.0,1.0,1.0,8.0,10.0,1.0,0,0,25,0,0,1,7,8,3,1,1,1
31,141574001,University of Hawaii at Manoa,Manoa,HI,"Public, 4-year or above",9118.0,11308.0,20426.0,0.0,0.0,12.0,0.0,2.0,11.0,48.0,39.0,1.0,0.0,0.0,12.0,0.0,2.0,16.0,64.0,16.0,0.0,0,0,11,0,0,11,72,19,0,1,1,1
32,174066001,University of Minnesota-Twin Cities,Main Campus,MN,"Public, 4-year or above",25130.0,26723.0,51853.0,0.0,0.0,12.0,0.0,2.0,0.0,38.0,8.0,2.0,0.0,0.0,12.0,0.0,4.0,1.0,38.0,1.0,0.0,0,0,13,0,2,1,28,7,0,1,1,1
33,182670001,Dartmouth College,Main Campus,NH,"Private nonprofit, 4-year or above",3301.0,2976.0,6277.0,0.0,0.0,12.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,1.0,0,0,11,0,0,0,9,0,2,1,1,1
34,186380001,Rutgers University-New Brunswick,Main Campus,NJ,"Public, 4-year or above",19679.0,20755.0,40434.0,0.0,0.0,11.0,0.0,5.0,7.0,76.0,7.0,2.0,0.0,0.0,12.0,0.0,0.0,5.0,65.0,7.0,3.0,0,0,16,0,7,5,77,3,1,1,1,1
35,196413001,Syracuse University,Main Campus,NY,"Private nonprofit, 4-year or above",9567.0,11462.0,21029.0,0.0,0.0,9.0,0.0,0.0,2.0,46.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,36.0,0.0,1.0,0,0,6,0,3,2,28,0,2,1,1,1
36,199120001,University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,NC,"Public, 4-year or above",12283.0,16995.0,29278.0,0.0,0.0,19.0,0.0,1.0,4.0,28.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,3.0,36.0,3.0,1.0,0,0,21,0,1,7,29,11,1,1,1,1
37,201441001,Bowling Green State University-Main Campus,Main Campus,OH,"Public, 4-year or above",7542.0,9744.0,17286.0,0.0,0.0,2.0,0.0,2.0,2.0,67.0,2.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,45.0,0.0,13.0,0,0,9,0,0,0,55,3,13,1,1,1
38,207388001,Oklahoma State University-Main Campus,Oklahoma State University - Stillwater,OK,"Public, 4-year or above",13453.0,12255.0,25708.0,0.0,0.0,3.0,0.0,0.0,3.0,35.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,41.0,1.0,0.0,0,0,11,0,3,1,29,1,0,1,1,1
39,210401001,Willamette University,Main Campus,OR,"Private nonprofit, 4-year or above",1413.0,1518.0,2931.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0,13,0,0,0,8,0,2,1,1,1
40,215062001,University of Pennsylvania,Main Campus,PA,"Private nonprofit, 4-year or above",11707.0,13018.0,24725.0,0.0,0.0,9.0,0.0,3.0,13.0,11.0,4.0,1.0,0.0,0.0,12.0,0.0,9.0,2.0,18.0,1.0,1.0,0,0,12,0,1,1,21,0,0,1,1,1
41,243744001,Stanford University,Main Campus,CA,"Private nonprofit, 4-year or above",10378.0,8141.0,18519.0,0.0,0.0,21.0,0.0,1.0,4.0,180.0,14.0,1.0,0.0,0.0,12.0,0.0,2.0,2.0,101.0,20.0,5.0,0,0,26,0,1,10,102,15,0,1,1,1
42,120254001,Occidental College,Occidental College,CA,"Private nonprofit, 4-year or above",954.0,1224.0,2178.0,0.0,0.0,7.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,2.0,32.0,1.0,0.0,0,0,6,0,0,0,20,0,0,1,1,1
43,151351001,Indiana University-Bloomington,Indiana University - Bloomington Campus,IN,"Public, 4-year or above",20999.0,21134.0,42133.0,0.0,0.0,16.0,1.0,4.0,7.0,52.0,7.0,2.0,0.0,0.0,11.0,0.0,3.0,12.0,89.0,18.0,3.0,0,0,27,0,2,6,71,14,1,1,1,1
44,178396001,University of Missouri-Columbia,Main Campus,MO,"Public, 4-year or above",16296.0,18408.0,34704.0,0.0,0.0,5.0,0.0,1.0,9.0,4.0,3.0,0.0,0.0,0.0,11.0,0.0,1.0,8.0,10.0,1.0,1.0,0,0,6,0,2,8,10,3,2,1,1,1
45,212009001,Dickinson College,Main Campus,PA,"Private nonprofit, 4-year or above",1066.0,1320.0,2386.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,1.0,12.0,0.0,0.0,0,0,1,0,0,0,15,1,0,1,1,1
46,221999001,Vanderbilt University,Main Campus,TN,"Private nonprofit, 4-year or above",5956.0,6754.0,12710.0,0.0,0.0,10.0,0.0,0.0,6.0,20.0,0.0,1.0,0.0,0.0,11.0,0.0,2.0,3.0,19.0,3.0,1.0,0,0,13,0,4,7,13,0,1,1,1,1
47,234359001,Woodrow Wilson Rehabilitation Center,Woodrow Wilson Rehabilitation Center,VA,"Public, less-than 2-year",101.0,50.0,151.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,24.0,0.0,1.0,0,0,2,0,0,0,1,0,0,1,1,1
48,235097001,Eastern Washington University,EWU Main Campus,WA,"Public, 4-year or above",5515.0,7072.0,12587.0,0.0,0.0,8.0,0.0,2.0,2.0,35.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,16.0,0.0,0.0,0,0,3,0,1,0,11,3,0,1,1,1
49,121691001,University of Redlands,Main Campus,CA,"Private nonprofit, 4-year or above",2234.0,2722.0,4956.0,0.0,0.0,2.0,0.0,2.0,2.0,28.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,29.0,3.0,0.0,0,0,7,1,1,1,10,10,1,1,1,1
50,126678001,Colorado College,Colorado College,CO,"Private nonprofit, 4-year or above",918.0,1104.0,2022.0,0.0,0.0,10.0,0.0,2.0,1.0,11.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,1.0,0.0,0,0,6,0,0,1,19,1,1,1,1,1
51,150400001,DePauw University,Main Campus,IN,"Private nonprofit, 4-year or above",1058.0,1278.0,2336.0,0.0,0.0,8.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,10.0,0.0,1.0,0.0,12.0,0.0,0.0,0,0,7,0,0,0,13,0,0,1,1,1
52,153658001,University of Iowa,Main Campus,IA,"Public, 4-year or above",14558.0,15571.0,30129.0,0.0,0.0,6.0,0.0,1.0,5.0,29.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,6.0,20.0,2.0,0.0,0,0,15,0,3,3,26,2,1,1,1,1
53,161554001,University of Southern Maine,Gorham Campus,ME,"Public, 4-year or above",3889.0,5493.0,9382.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,15,0,0,1,1,0,5,1,1,1
54,195474001,Siena College,Main Campus,NY,"Private nonprofit, 4-year or above",1554.0,1701.0,3255.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,7,0,0,0,10,0,0,1,1,1
55,204501001,Oberlin College,Main Campus,OH,"Private nonprofit, 4-year or above",1337.0,1607.0,2944.0,0.0,0.0,7.0,0.0,0.0,1.0,31.0,8.0,6.0,0.0,0.0,10.0,0.0,2.0,0.0,42.0,2.0,1.0,0,0,8,0,1,0,43,2,2,1,1,1
56,217864001,Citadel Military College of South Carolina,The Citadel,SC,"Public, 4-year or above",2757.0,742.0,3499.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,23.0,3.0,0.0,0,0,8,0,0,0,38,0,0,1,1,1
57,237792001,Shepherd University,Main Campus,WV,"Public, 4-year or above",1829.0,2497.0,4326.0,0.0,0.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0,9,0,1,0,3,0,0,1,1,1
58,239105001,Marquette University,Main Campus,WI,"Private nonprofit, 4-year or above",5681.0,6068.0,11749.0,0.0,0.0,3.0,0.0,0.0,1.0,36.0,1.0,1.0,0.0,0.0,10.0,0.0,3.0,4.0,11.0,2.0,0.0,0,0,7,0,0,7,13,0,0,1,1,1
59,134130001,University of Florida,University of Florida,FL,"Public, 4-year or above",23039.0,26874.0,49913.0,0.0,0.0,3.0,0.0,6.0,7.0,37.0,11.0,0.0,0.0,0.0,9.0,0.0,1.0,6.0,27.0,13.0,0.0,0,0,12,0,1,5,28,11,1,1,1,1
60,145600001,University of Illinois at Chicago,Main Campus,IL,"Public, 4-year or above",12705.0,15170.0,27875.0,0.0,0.0,5.0,0.0,4.0,19.0,9.0,4.0,1.0,1.0,0.0,9.0,0.0,6.0,9.0,14.0,0.0,0.0,0,0,7,0,3,49,11,1,0,1,1,1
61,154095001,University of Northern Iowa,Main Campus,IA,"Public, 4-year or above",5124.0,7149.0,12273.0,0.0,0.0,4.0,0.0,0.0,3.0,8.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,8.0,1.0,2.0,0,0,5,0,0,1,7,1,0,1,1,1
62,156620001,Eastern Kentucky University,Main Campus,KY,"Public, 4-year or above",7019.0,8949.0,15968.0,0.0,0.0,10.0,0.0,2.0,2.0,58.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,40.0,0.0,2.0,0,0,10,0,1,7,25,3,1,1,1,1
63,163912001,St Mary's College of Maryland,St. Mary's College of Maryland,MD,"Public, 4-year or above",783.0,1150.0,1933.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,2.0,0.0,0.0,0,0,4,0,0,2,4,0,0,1,1,1
64,173647001,Gustavus Adolphus College,Gustavus Adolphus College,MN,"Private nonprofit, 4-year or above",1104.0,1422.0,2526.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,2.0,0.0,0,0,5,0,0,0,7,0,0,1,1,1
65,180489001,The University of Montana,Mountain Campus,MT,"Public, 4-year or above",6860.0,8086.0,14946.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,1.0,5.0,3.0,3.0,1.0,0,0,7,0,1,5,6,3,1,1,1,1
66,199865001,Warren Wilson College,Warren Wilson College,NC,"Private nonprofit, 4-year or above",349.0,575.0,924.0,0.0,0.0,8.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,50.0,1.0,0.0,0,0,5,0,0,0,17,0,0,1,1,1
67,201885001,University of Cincinnati-Main Campus,Main Campus,OH,"Public, 4-year or above",15517.0,17830.0,33347.0,0.0,0.0,7.0,0.0,10.0,14.0,92.0,1.0,1.0,0.0,0.0,9.0,0.0,5.0,4.0,14.0,7.0,1.0,0,0,7,0,3,0,23,0,2,1,1,1
68,202480001,University of Dayton,Main Campus,OH,"Private nonprofit, 4-year or above",5618.0,5541.0,11159.0,0.0,0.0,9.0,0.0,6.0,5.0,29.0,0.0,3.0,0.0,0.0,9.0,0.0,1.0,3.0,31.0,2.0,0.0,0,0,7,0,0,5,21,1,6,1,1,1
69,209065001,Linfield College-McMinnville Campus,Main Campus,OR,"Private nonprofit, 4-year or above",657.0,1006.0,1663.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,1,0,2,1,6,3,0,1,1,1
70,213349001,Kutztown University of Pennsylvania,Main Campus,PA,"Public, 4-year or above",4111.0,5693.0,9804.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,4.0,2.0,0.0,0,0,9,0,2,1,13,1,0,1,1,1
71,216287001,Swarthmore College,Main Campus,PA,"Private nonprofit, 4-year or above",755.0,797.0,1552.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,1.0,0.0,0,0,12,0,0,0,1,2,0,1,1,1
72,217749001,Bob Jones University,Bob Jones University,SC,"Private for-profit, 4-year or above",1536.0,1933.0,3469.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,24.0,0.0,0.0,0,0,1,0,0,0,23,0,0,1,1,1
73,109785001,Azusa Pacific University,Azusa (main campus),CA,"Private nonprofit, 4-year or above",3505.0,6679.0,10184.0,0.0,0.0,4.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,17.0,6.0,0.0,0,0,4,0,0,0,41,6,0,1,1,1
74,110662001,University of California-Los Angeles,UCLA,CA,"Public, 4-year or above",19121.0,20824.0,39945.0,0.0,0.0,21.0,1.0,2.0,2.0,125.0,14.0,2.0,0.0,0.0,8.0,0.0,2.0,4.0,118.0,7.0,0.0,0,0,15,0,5,25,76,6,0,1,1,1
75,129020001,University of Connecticut,Main Campus,CT,"Public, 4-year or above",12788.0,12695.0,25483.0,0.0,0.0,12.0,0.0,2.0,3.0,26.0,1.0,5.0,0.0,0.0,8.0,0.0,3.0,3.0,54.0,0.0,3.0,0,0,13,0,0,1,38,17,2,1,1,1
76,149772001,Western Illinois University,Macomb Campus,IL,"Public, 4-year or above",6102.0,6103.0,12205.0,0.0,0.0,8.0,1.0,1.0,0.0,45.0,0.0,1.0,0.0,0.0,8.0,0.0,2.0,1.0,78.0,1.0,1.0,0,0,13,0,0,3,57,1,3,1,1,1
77,150136001,Ball State University,Main Campus,IN,"Public, 4-year or above",8567.0,12486.0,21053.0,0.0,0.0,3.0,0.0,4.0,0.0,18.0,6.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,31.0,0.0,0.0,0,0,8,0,0,4,9,0,4,1,1,1
78,152080001,University of Notre Dame,Main Campus,IN,"Private nonprofit, 4-year or above",6728.0,5398.0,12126.0,0.0,0.0,7.0,0.0,0.0,0.0,58.0,4.0,1.0,0.0,0.0,8.0,0.0,1.0,5.0,43.0,5.0,0.0,0,0,7,0,2,1,35,6,0,1,1,1
79,169910001,Ferris State University,Main Campus,MI,"Public, 4-year or above",6991.0,7542.0,14533.0,0.0,0.0,2.0,0.0,3.0,0.0,14.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,0.0,0,0,2,0,0,1,7,1,0,1,1,1
80,179867001,Washington University in St Louis,Danforth Campus,MO,"Private nonprofit, 4-year or above",6759.0,7193.0,13952.0,0.0,0.0,5.0,0.0,0.0,1.0,15.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,11.0,0.0,0.0,0,0,9,0,1,0,1,2,0,1,1,1
81,180461001,Montana State University,Main Campus,MT,"Public, 4-year or above",7673.0,6596.0,14269.0,0.0,0.0,3.0,0.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,13.0,2.0,2.0,0,0,2,0,0,2,18,0,19,1,1,1
82,186283001,Rider University,Main Campus,NJ,"Private nonprofit, 4-year or above",2236.0,3249.0,5485.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,22.0,1.0,0.0,0,0,3,0,0,0,19,0,1,1,1,1
83,196176001,State University of New York at New Paltz,"State University of New York, College at New Paltz",NY,"Public, 4-year or above",2809.0,4846.0,7655.0,0.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,2.0,0,0,6,0,0,0,9,0,2,1,1,1
84,196246001,SUNY College at Plattsburgh,Main Campus,NY,"Public, 4-year or above",2697.0,3470.0,6167.0,0.0,0.0,3.0,0.0,1.0,3.0,18.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,13.0,0.0,0.0,0,0,6,0,0,0,6,0,1,1,1,1
85,198464001,East Carolina University,East Carolina University,NC,"Public, 4-year or above",10732.0,16215.0,26947.0,0.0,0.0,4.0,0.0,3.0,1.0,8.0,1.0,1.0,0.0,0.0,8.0,0.0,4.0,2.0,16.0,2.0,0.0,0,0,11,0,0,0,9,0,0,1,1,1
86,200280001,University of North Dakota,Main Campus,ND,"Public, 4-year or above",7993.0,7257.0,15250.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,4.0,1.0,0,0,7,0,0,1,19,0,3,1,1,1
87,204857001,Ohio University-Main Campus,Ohio University - Main Campus,OH,"Public, 4-year or above",11304.0,16098.0,27402.0,0.0,0.0,12.0,0.0,1.0,2.0,34.0,2.0,4.0,0.0,0.0,8.0,0.0,1.0,1.0,21.0,2.0,6.0,0,0,9,0,2,2,28,0,5,1,1,1
88,204909001,Ohio Wesleyan University,Main Campus,OH,"Private nonprofit, 4-year or above",823.0,996.0,1819.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,8.0,0.0,3.0,0.0,1.0,0.0,3.0,0,0,8,0,0,0,4,0,3,1,1,1
89,209551001,University of Oregon,Main Campus,OR,"Public, 4-year or above",11751.0,12767.0,24518.0,0.0,0.0,7.0,0.0,1.0,2.0,14.0,2.0,18.0,0.0,0.0,8.0,0.0,0.0,3.0,35.0,3.0,0.0,0,0,17,0,1,2,25,2,5,1,1,1
90,209807001,Portland State University,Portland State University,OR,"Public, 4-year or above",13061.0,15226.0,28287.0,0.0,0.0,4.0,0.0,1.0,3.0,41.0,13.0,5.0,0.0,0.0,8.0,0.0,1.0,0.0,41.0,3.0,1.0,0,0,9,0,0,1,147,4,1,1,1,1
